"Title: Population Distribution by Age | KFF"
"Timeframe: 2021"
"Location","Children 0-18","Adults 19-25","Adults 26-34","Adults 35-54","Adults 55-64","65+","Total",Footnotes
"United States","0.235","0.085","0.123","0.257","0.131","0.169","1.000","1"
"Alabama","0.236","0.087","0.113","0.251","0.137","0.177","1.000"
"Alaska","0.264","0.085","0.132","0.258","0.125","0.137","1.000"
"Arizona","0.236","0.088","0.123","0.245","0.122","0.186","1.000"
"Arkansas","0.246","0.087","0.115","0.247","0.130","0.174","1.000"
"California","0.236","0.087","0.134","0.266","0.123","0.153","1.000"
"Colorado","0.227","0.086","0.141","0.270","0.123","0.153","1.000"
"Connecticut","0.216","0.083","0.114","0.259","0.147","0.180","1.000"
"Delaware","0.218","0.078","0.113","0.243","0.147","0.201","1.000"
"District of Columbia","0.198","0.079","0.210","0.278","0.103","0.132","1.000"
"Florida","0.208","0.077","0.112","0.251","0.139","0.213","1.000"
"Georgia","0.250","0.086","0.122","0.266","0.126","0.149","1.000"
"Hawaii","0.226","0.071","0.115","0.252","0.132","0.204","1.000"
"Idaho","0.261","0.086","0.117","0.248","0.121","0.167","1.000"
"Illinois","0.235","0.085","0.121","0.262","0.132","0.166","1.000"
"Indiana","0.246","0.089","0.119","0.251","0.131","0.164","1.000"
"Iowa","0.244","0.089","0.112","0.244","0.134","0.177","1.000"
"Kansas","0.254","0.091","0.113","0.245","0.130","0.166","1.000"
"Kentucky","0.237","0.087","0.116","0.252","0.136","0.172","1.000"
"Louisiana","0.248","0.089","0.117","0.249","0.130","0.167","1.000"
"Maine","0.190","0.068","0.113","0.253","0.158","0.218","1.000"
"Maryland","0.234","0.078","0.120","0.265","0.139","0.164","1.000"
"Massachusetts","0.210","0.082","0.130","0.261","0.142","0.176","1.000"
"Michigan","0.226","0.088","0.118","0.245","0.141","0.182","1.000"
"Minnesota","0.241","0.082","0.119","0.257","0.134","0.168","1.000"
"Mississippi","0.252","0.090","0.107","0.252","0.130","0.171","1.000"
"Missouri","0.239","0.083","0.118","0.248","0.136","0.176","1.000"
"Montana","0.222","0.089","0.115","0.238","0.138","0.198","1.000"
"Nebraska","0.260","0.088","0.118","0.245","0.125","0.164","1.000"
"Nevada","0.233","0.081","0.129","0.265","0.126","0.167","1.000"
"New Hampshire","0.198","0.076","0.119","0.254","0.160","0.193","1.000"
"New Jersey","0.230","0.079","0.117","0.266","0.140","0.168","1.000"
"New Mexico","0.241","0.084","0.116","0.242","0.131","0.187","1.000"
"New York","0.219","0.081","0.129","0.258","0.138","0.175","1.000"
"North Carolina","0.234","0.083","0.117","0.261","0.133","0.173","1.000"
"North Dakota","0.253","0.098","0.126","0.239","0.124","0.160","1.000"
"Ohio","0.234","0.084","0.119","0.248","0.137","0.178","1.000"
"Oklahoma","0.256","0.090","0.117","0.249","0.124","0.163","1.000"
"Oregon","0.211","0.082","0.127","0.266","0.126","0.187","1.000"
"Pennsylvania","0.219","0.077","0.120","0.250","0.143","0.190","1.000"
"Rhode Island","0.205","0.085","0.125","0.255","0.147","0.183","1.000"
"South Carolina","0.230","0.082","0.114","0.249","0.137","0.189","1.000"
"South Dakota","0.260","0.090","0.110","0.231","0.135","0.175","1.000"
"Tennessee","0.232","0.085","0.122","0.256","0.134","0.171","1.000"
"Texas","0.268","0.091","0.130","0.264","0.114","0.133","1.000"
"Utah","0.300","0.108","0.132","0.250","0.094","0.117","1.000"
"Vermont","0.193","0.082","0.110","0.250","0.156","0.209","1.000"
"Virginia","0.234","0.083","0.119","0.264","0.134","0.167","1.000"
"Washington","0.228","0.082","0.136","0.265","0.126","0.163","1.000"
"West Virginia","0.212","0.083","0.101","0.252","0.143","0.209","1.000"
"Wisconsin","0.228","0.085","0.114","0.249","0.144","0.179","1.000"
"Wyoming","0.240","0.085","0.104","0.258","0.132","0.181","1.000"
"Puerto Rico","0.181","0.098","0.108","0.250","0.136","0.227","1.000"

"Notes"
"The American Community Survey did not release the 1-year estimates for 2020 due to significant disruptions to data collection brought on by the coronavirus pandemic. "
" "
"Population and demographic data are based on analysis of the Census Bureau’s American Community Survey (ACS) and may differ from other population estimates published yearly by the Census Bureau. U.S. and state population data displayed on this site are restricted to the civilian, non-institutionalized population for whom ACS collects and reports poverty information.    "
""
"Population numbers are rounded to the nearest 100."
""
"Data include the civilian noninstitutionalized population in the United States."

"Sources"
"KFF estimates based on the 2008-2023 American Community Survey, 1-Year Estimates."


Footnotes
"1. US total excludes Puerto Rico."
